Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-
E01,3168,,,,1,311.712890625,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6234.2578125,,,321.179656982422,302.316864013672,19217,4218,14999,,,,,,,,,1630.92272949219,,,10.0197164247845,28.4309926762193,,,,,,,,,,,,7726.95072344458,547.07221937151,2123.00641982841,,,,,316.533996582031,306.910247802734,,,,,,,,,,,,,No,0,0,0,0
E02,3168,,,,1,319.491302490234,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6389.826171875,,,329.417419433594,309.642913818359,17980,4033,13947,,,,,,,,,1630.92272949219,,,9.57040362359762,31.0077530461067,,,,,,,,,,,,7810.49715627325,557.695865321759,2184.53388570037,,,,,324.5458984375,314.456970214844,,,,,,,,,,,,,No,0,0,0,0
E03,3036 1_10,,,,1,285.834259033203,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5716.68505859375,,,294.880126953125,276.85302734375,19088,3880,15208,,,,,,,,,1630.92272949219,,,11.4973925468445,31.8882291298581,,,,,,,,,,,,7943.34409824647,554.976104922949,2056.80279258511,,,,,290.441375732422,281.244018554688,,,,,,,,,,,,,No,0,0,0,0
E04,3036 1_10,,,,1,275.002532958984,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5500.05078125,,,283.888793945313,266.178619384766,18943,3720,15223,,,,,,,,,1630.92272949219,,,13.2716562868299,34.41712693861,,,,,,,,,,,,7972.64236095798,556.300991529204,2012.7117973295,,,,,279.528503417969,270.492797851563,,,,,,,,,,,,,No,0,0,0,0
F01,3008 1_5,,,,1,220.323181152344,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4406.4638671875,,,228.279632568359,212.416717529297,18497,2972,15525,,,,,,,,,1630.92272949219,,,9.41067931967805,30.452387374245,,,,,,,,,,,,7912.30475765346,550.638281937997,1733.47186391488,,,,,224.37629699707,216.283065795898,,,,,,,,,,,,,No,0,0,0,0
F02,3008 1_5,,,,1,229.693954467773,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4593.87890625,,,238.227478027344,221.21794128418,16836,2810,14026,,,,,,,,,1630.92272949219,,,9.43573565619233,27.6669491291854,,,,,,,,,,,,7898.87302172243,555.724996564869,1781.32763084218,,,,,234.040557861328,225.362319946289,,,,,,,,,,,,,No,0,0,0,0
F03,3165 1_10,,,,1,119.435409545898,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2388.70825195313,,,124.981170654297,113.913986206055,19772,1791,17981,,,,,,,,,1630.92272949219,,,10.7588937896154,32.5691999960204,,,,,,,,,,,,7994.97111541049,549.998532105511,1224.3838192135,,,,,122.261825561523,116.615325927734,,,,,,,,,,,,,No,0,0,0,0
F04,3165 1_10,,,,1,79.3035736083984,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1586.07153320313,,,84.1999664306641,74.4261779785156,16563,1012,15551,,,,,,,,,1630.92272949219,,,15.7841226865565,31.9223637340348,,,,,,,,,,,,8907.45983597224,626.976078261333,1132.91398581452,,,,,81.7993545532227,76.812744140625,,,,,,,,,,,,,No,0,0,0,0
G01,3014 1_5,,,,1,228.559036254883,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4571.1806640625,,,236.985656738281,220.188461303711,17171,2853,14318,,,,,,,,,1630.92272949219,,,11.6604919314121,31.0349778463603,,,,,,,,,,,,7975.27573146345,549.779775931493,1783.5425131706,,,,,232.851272583008,224.281372070313,,,,,,,,,,,,,No,0,0,0,0
G02,3014 1_5,,,,1,195.840240478516,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,3916.8046875,,,205.464889526367,186.288696289063,11139,1606,9533,,,,,,,,,1630.92272949219,,,7.30802564151381,22.5788986931436,,,,,,,,,,,,6849.24057611107,497.650932946661,1413.41114184531,,,,,200.741577148438,190.957946777344,,,,,,,,,,,,,No,0,0,0,0
G03,3168 1_10,,,,1,37.3932685852051,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,747.865356445313,,,40.3840408325195,34.4095878601074,20553,602,19951,,,,,,,,,1630.92272949219,,,14.3732797684962,33.6862835250983,,,,,,,,,,,,8079.51528190537,557.344476398206,777.669821842438,,,,,38.9182815551758,35.8700981140137,,,,,,,,,,,,,No,0,0,0,0
G04,3168 1_10,,,,1,33.0735168457031,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,661.470336914063,,,36.0865898132324,30.0676403045654,17880,464,17416,,,,,,,,,1630.92272949219,,,14.0784563235919,35.2583505720361,,,,,,,,,,,,8032.77385001347,555.807321400395,749.840457265969,,,,,34.6098976135254,31.5390090942383,,,,,,,,,,,,,No,0,0,0,0
H01,3036 1_5,,,,1,530.996887207031,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,10619.9375,,,545.111999511719,517.038391113281,16204,5580,10624,,,,,,,,,1630.92272949219,,,13.7580861430681,28.1946012959648,,,,,,,,,,,,8070.72710831618,553.738206363586,3142.28412545119,,,,,538.1787109375,523.855834960938,,,,,,,,,,,,,No,0,0,0,0
H02,3036 1_5,,,,1,538.965148925781,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,10779.302734375,,,552.698181152344,525.380493164063,17429,6074,11355,,,,,,,,,1630.92272949219,,,12.4525935982646,28.8062675399063,,,,,,,,,,,,8058.50614919653,561.194901524573,3174.00507527863,,,,,545.953063964844,532.015869140625,,,,,,,,,,,,,No,0,0,0,0
H03,gBlock,,,,1,6.16820573806763,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,123.364112854004,,,7.4909143447876,5.01193475723267,19625,96,19529,,,,,,,,,1630.92272949219,,,17.6120941781705,35.648556888352,,,,,,,,,,,,8238.42915344238,582.638872271523,620.088852755212,,,,,6.81801128387451,5.56128787994385,,,,,,,,,,,,,No,0,0,0,0
H04,NTC,,,,1,0,,Manual,Droplets Analyzed Manually,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.207650944590569,0,18150,0,18150,,,,,,,,,1630.92272949219,,,,37.9434513817558,,,,,,,,,,,,,552.820539204411,552.820539204411,,,,,0.0948802977800369,0,,,,,,,,,,,,,No,0,0,0,0
