Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-
M01,3076,,,,1,173.844802856445,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,183.540771484375,164.407363891602,179.035949707031,168.674957275391,33568,4333,29235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A01, A02",178.855041503906,169.09309387207,176.490661621094,171.204467773438,,,,,,,,,,,,,False,0,0,0,0
M02,3084,,,,1,1109.1064453125,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,1135.78283691406,1085.51184082031,1126.00646972656,1092.43029785156,30522,17884,12638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A03, A04",1123.47155761719,1097.82312011719,1117.70056152344,1100.57055664063,,,,,,,,,,,,,False,0,0,0,0
M03,3092,,,,1,1150.669921875,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,1168.0634765625,1133.513671875,1168.0634765625,1133.513671875,30479,18269,12210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A05, A06",1159.51416015625,1141.88757324219,1159.51416015625,1141.88757324219,,,,,,,,,,,,,False,0,0,0,0
M04,3077,,,,1,1989.85729980469,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,2057.65356445313,1923.63110351563,2016.70776367188,1963.56811523438,33282,26440,6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B01, B02",2024.83166503906,1956.45288085938,2003.48498535156,1976.37585449219,,,,,,,,,,,,,False,0,0,0,0
M05,3085,,,,1,0,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,0.111352354288101,0,0.111352354288101,0,33845,0,33845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B03, B04",0.0508804060518742,0,0.0508804060518742,0,,,,,,,,,,,,,False,0,0,0,0
M06,3093,,,,1,1100.89477539063,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,1126.73461914063,1075.23840332031,1116.95288085938,1085.0390625,33409,19485,13924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B05, B06",1114.12329101563,1087.84973144531,1109.06201171875,1092.78015136719,,,,,,,,,,,,,False,0,0,0,0
M07,3078,,,,1,735.136108398438,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,747.563903808594,722.829833984375,747.563903808594,722.829833984375,31556,13966,17590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C01, C02",741.46142578125,728.842346191406,741.46142578125,728.842346191406,,,,,,,,,,,,,False,0,0,0,0
M08,3086,,,,1,1125.89477539063,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,1202.61535644531,1047.32312011719,1141.77709960938,1110.21044921875,35323,20891,14432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C03, C04",1164.58459472656,1085.35388183594,1133.97290039063,1117.86804199219,,,,,,,,,,,,,False,0,0,0,0
M09,3094,,,,1,522.531433105469,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,544.6796875,499.985900878906,532.185485839844,512.950927734375,33845,11505,22340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C05, C06",533.734252929688,510.931304931641,527.447692871094,517.63427734375,,,,,,,,,,,,,False,0,0,0,0
M10,3079,,,,1,1367.81665039063,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,1407.14025878906,1329.35400390625,1387.61059570313,1348.32934570313,30992,20545,10447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D01, D02",1388.09057617188,1348.40368652344,1377.87670898438,1357.83642578125,,,,,,,,,,,,,False,0,0,0,0
