Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-
M01,3168,,,,1,307.236572265625,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,317.654144287109,296.804962158203,314.161712646484,300.349365234375,35259,7641,27618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A01, A02",312.548217773438,301.910888671875,310.765045166016,303.717987060547,,,,,,,,,,,,,False,0,0,0,0
M02,3176,,,,1,92.3508224487305,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,95.8542556762695,88.8571243286133,95.8542556762695,88.8571243286133,37831,2678,35153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A03, A04",94.1370697021484,90.5671081542969,94.1370697021484,90.5671081542969,,,,,,,,,,,,,False,0,0,0,0
M03,3184,,,,1,395.969055175781,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,414.574035644531,377.252044677734,403.700012207031,388.285339355469,37858,10224,27634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A05, A06",405.433959960938,386.392120361328,399.907501220703,392.042938232422,,,,,,,,,,,,,False,0,0,0,0
M04,3169,,,,1,649.713928222656,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,660.362243652344,639.155090332031,660.362243652344,639.155090332031,36556,14747,21809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B01, B02",655.135498046875,644.315673828125,655.135498046875,644.315673828125,,,,,,,,,,,,,False,0,0,0,0
M05,3177,,,,1,197.701797485352,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,205.335205078125,190.30322265625,202.885299682617,192.53955078125,38661,5623,33038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B03, B04",201.653900146484,193.984527587891,200.343765258789,195.065338134766,,,,,,,,,,,,,False,0,0,0,0
M06,3185,,,,1,17.280933380127,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,19.0601806640625,15.4395189285278,18.7714557647705,15.7921733856201,37891,517,37374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B05, B06",18.1734886169434,16.3262119293213,18.0411815643311,16.5211410522461,,,,,,,,,,,,,False,0,0,0,0
M07,3170,,,,1,466.901031494141,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,481.530792236328,452.276184082031,475.637084960938,458.225219726563,36045,11177,24868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C01, C02",474.366394042969,459.440582275391,471.350646972656,462.467102050781,,,,,,,,,,,,,False,0,0,0,0
M08,3178,,,,1,77.263298034668,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,80.415153503418,74.1193237304688,80.415153503418,74.1193237304688,38858,2315,36543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C03, C04",78.8703994750977,75.6582489013672,78.8703994750977,75.6582489013672,,,,,,,,,,,,,False,0,0,0,0
M09,3186,,,,1,118.319122314453,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,125.990852355957,110.637733459473,122.335525512695,114.31551361084,37282,3347,33935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C05, C06",122.230903625488,114.397682189941,120.366706848145,116.274871826172,,,,,,,,,,,,,False,0,0,0,0
M10,3171,,,,1,143.869598388672,,,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,150.942626953125,136.713195800781,148.36848449707,139.386749267578,36520,3947,32573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D01, D02",147.457870483398,140.197952270508,146.162933349609,141.580429077148,,,,,,,,,,,,,False,0,0,0,0
